city,lat,lon
Zacháro,37.4833,21.65
Bel Aire,37.7749,-97.2457
Campos Lindos,-7.9939,-46.8678
Isbergues,50.6242,2.4575
Eduttavāynattam,11.8057,78.827
Bikrampur Bānde,25.8415,85.7424
Chak Pahār,25.7986,85.6218
Ankatafa,-13.6388,48.3704
Deutsch-Wagram,48.3,16.5667
Adjarra,6.5333,2.2667
Løgten,56.2746,10.3118
Onda,25.2452,85.665
Seosaeng,35.3536,129.3303
Bedum,53.3003,6.6025
Farob,39.2408,67.47
Vodice,43.7506,15.7789
Salar,33.8789,75.2485
Talsi,57.2444,22.5867
Wissen,50.7825,7.735
Tudela de Duero,41.5842,-4.58
Thāthūpur,25.9731,86.0296
Vanukūru,16.4406,80.7379
Kottadindulu,16.3518,81.5915
Sint-Job-in-’t-Goor,51.3017,4.5691
Belvādi,15.7146,74.9167
Ḩalāwah,32.3828,35.6619
Ōuda-daitō,34.4789,135.9281
Totma,59.9667,42.75
Lempdes,45.7719,3.1944
Bishamagiri,19.3849,84.4715
Redlynch,-16.8894,145.6977
Dirusumarru,16.4722,81.5295
Serramazzoni,44.4167,10.8
Pa Sang,18.5262,98.9394
Nandnāwān,25.0785,86.096
Bovalino Marina,38.15,16.1667
Nansio,-2.1078,33.0864
Sollefteå,63.1667,17.2667
Evergreen,39.6349,-105.3356
Laughlin,35.1401,-114.6206
San Bartolomé Milpas Altas,14.6072,-90.6781
Aibonito,18.1398,-66.2659
Clarendon Hills,41.7981,-87.9568
Lint,51.1275,4.4962
Vergiate,45.7167,8.7
Buckie,57.6764,-2.965
Sant’Agnello,40.6294,14.3996
Ajdir,34.7443,-3.9735
Olmsted Falls,41.3657,-81.9038
Sobhāpur,22.7737,78.2638
Skowhegan,44.7554,-69.6657
Ueckermünde,53.7389,14.0444
Tordesillas,41.5,-5
Kāoni,30.4,74.663
Mahadipur,24.8566,88.1248
Anykščiai,55.5344,25.1072
Cumberland Hill,41.9736,-71.4605
Conewago,40.0658,-76.7932
Le Poiré-sur-Vie,46.7682,-1.5098
Nayāgaon,24.8015,80.8962
Bisaul,26.6151,85.993
Panfilovka,42.7917,73.6778
Lourosa,40.9833,-8.55
La Pêche,45.6833,-75.9833
Bouaiche,35.5528,2.3586
Râs el-Barr,31.525,31.8406
Pinjranwān,25.1702,84.8203
’s-Heerenberg,51.8794,6.2685
Livingston,45.6665,-110.5539
Digar,42.685,89.7711
Maina,23.1712,76.6629
Plabennec,48.5028,-4.4247
Serafimovich,49.5833,42.7333
Beibu,24.6639,121.0681
Zuera,41.8667,-0.7833
Yarm,54.5,-1.35
Rangwāsa,22.6419,75.7893
Nierstein,49.8694,8.3375
Thorigné-Fouillard,48.1603,-1.5786
Wiang Haeng,19.55,98.65
Staufenberg,50.6667,8.7167
Slateng Dua,-8.1324,113.9836
Parsād,26.1586,86.3579
Maddūr,13.2397,79.5653
Tokatippa,16.2836,81.5024
Aklim,34.9167,-2.4333
East Foothills,37.3826,-121.8138
Ortuella,43.3103,-3.0569
Pantelhó,17,-92.4833
Chanute,37.6695,-95.4621
Meine,52.3833,10.5333
Haibach,49.9675,9.1969
Gokhulāpur,26.2479,87.1137
Ulātu,23.2766,85.5012
Belo Vale,-20.4078,-44.0239
Monte Alegre do Sul,-22.68,-46.68
Kīlakkurichchi,10.7645,78.7406
Kattirippulam,10.464,79.7597
Rājhanpur,25.7885,86.4647
Sa‘īdī,30.3364,57.0994
Chop,48.4333,22.2
Salinas,-34.7833,-55.8333
Cradock,-32.165,25.6175
Santiponce,37.4353,-6.0433
Midalam,8.206,77.216
Khandauli,27.3125,78.0289
Shahrak-e Pārs,35.6075,51.3797
El Amim,32.2067,-7.2629
Perryton,36.3928,-100.7976
Montvale,41.0529,-74.0499
Garešnica,45.5742,16.9408
Montrose,37.52,-77.3772
Porto Alegre do Norte,-10.8778,-51.6328
Artigues-près-Bordeaux,44.8628,-0.485
Beutelsbach,48.8,9.3833
Basrūr,13.6308,74.7377
Mannegudam,17.4601,79.9177
Chettiyapatti,10.424,77.8228
Rothwell,52.4254,-0.8029
Hakubachō,36.6981,137.8619
Ouro Verde,-21.4894,-51.7003
Canford Cliffs,50.7,-1.93
Segaon,21.8585,75.3293
Martano,40.2,18.3
Glenwood,41.541,-87.6118
Trujillo,39.4653,-5.8789
Tārazu,34.2714,74.5009
Panjampatti,10.3178,77.9263
Hathiākān,25.606,84.9997
Trissino,45.5667,11.3667
Ferreira do Zêzere,39.7,-8.2833
Highland Heights,41.5518,-81.4691
Janzé,47.9614,-1.4978
Hire Vadvatti,15.2235,75.7831
Rāiparthi,17.7042,79.6081
Soverato Marina,38.6833,16.55
Mikhaylovka,43.9283,132.0061
Caister-on-Sea,52.651,1.733
Fair Lakes,38.853,-77.3885
Rottenburg an der Laaber,48.7019,12.0272
Kanchanpur,25.6636,85.2703
Za’roura,35.2167,-5.6667
Bad Rothenfelde,52.1117,8.1606
Māgam,34.4595,74.2306
Saidābād,25.5489,85.3087
Chānp,26.1951,84.39
Petilia Policastro,39.1167,16.7833
Moribila,12.6594,-5.0469
Arealva,-22.0286,-48.9111
Santa Cruz do Monte Castelo,-22.9528,-53.2969
Bremgarten,47.3528,8.34
Mānpur,22.4315,75.6211
Pirojgarh,26.2769,86.4389
Munnad,12.4667,75.1861
Covington,35.566,-89.6482
Didymóteicho,41.35,26.5
Thirumēni,12.25,75.4167
Vostochnyy,39.9222,69.6486
Carneys Point,39.6967,-75.4475
Ammanford,51.8,-3.993
Páty,47.5167,18.8333
New Ross,52.3967,-6.9367
Antargangi,17.17,75.96
Ilarionove,48.4092,35.2753
Tombos,-20.905,-42.0228
Štětí,50.4531,14.3742
Aurisina,45.7504,13.6746
Long Hill,40.6838,-74.4878
Monachil,37.1319,-3.5389
Pomichna,48.25,31.4167
Templeton,35.556,-120.7181
Harrisburg,37.7374,-88.5457
Kharod,21.75,82.57
Sadovoye,42.8539,74.1725
Teghra,26.4929,86.368
Oulad Khallouf,34.71,-2.58
Achchampeta,17.0941,82.3099
Laishevo,55.4,49.5667
Monona,43.054,-89.3334
Nariño,5.6092,-75.1764
Heiden,51.8258,6.9331
San Juan de Palamós,41.8565,3.1294
Khaur,32.8229,74.5112
Amalou,36.4778,4.6333
Pasaul,26.2647,85.6756
Jainagar,24.3756,85.6443
Sīlaiyampatti,9.8732,77.3927
Kanavāypatti,10.1857,77.7347
Bientina,43.7072,10.6206
Mudichchur,12.911,80.0693
Shyamnagar,22.97,88.38
Nefasīt,15.3333,39.0619
Chamba,8.7,-0.1333
Velim,15.1644,73.9759
Douar Sidi Msour,32.2725,-7.1986
Zaandijk,52.4667,4.8
Nakaseke,0.73,32.415
Vyetka,52.5667,31.1833
Jagannāthpur,22.2211,85.6392
Hāta,25.046,83.4632
Marcoussis,48.6424,2.2307
Apaneca,13.85,-89.8
Long Hill,41.2666,-73.2283
Egg,47.1987,8.6699
Egg,47.3019,8.6906
La Belleza,5.8614,-73.9683
Vendin-le-Vieil,50.4747,2.8667
Bālakrishnanpatti,11.2511,78.4736
Serramanna,39.4228,8.9217
Hamilton,40.9334,-75.2844
Le Loroux-Bottereau,47.2389,-1.3478
Amingaon,26.23,91.67
Pariyāri,25.2128,84.7829
Fort Riley,39.1064,-96.8117
Koila,25.455,86.771
Miyada,35.7689,137.9443
Vráble,48.25,18.3167
Fern Park,28.6485,-81.3458
Dobrada,-21.5167,-48.3939
La Huerta,14.4972,120.9953
Żuromin,53.0667,19.9
La Cruz,-28.1833,-56.65
Großbottwar,49.0014,9.2931
Saint Agnes,50.312,-5.204
Kanyākulam,8.2012,77.4015
Āmudālapalle,15.9301,80.6899
Piliv,17.6788,74.9664
Quezalguaque,12.5061,-86.9033
Jalhay,50.5572,5.9642
Fürstenzell,48.5333,13.3167
Yellāreddi,18.3746,78.6543
Rayón,19.1481,-99.58
Conning Towers Nautilus Park,41.385,-72.0684
Srīrangāpur,16.1917,78.0507
Dobele,56.6258,23.2811
Merksplas,51.358,4.8634
Anantasāgaram,14.5833,79.4167
Tibro,58.419,14.158
San Pedro Puxtla,13.7667,-89.8
Hořice,50.3675,15.6314
Wootton,52.2007,-0.8857
Gundūr,10.7339,78.7184
Bargaon,23.1795,84.6991
Miramar Beach,30.3854,-86.3442
Pallappālaiyam,11.3891,77.6027
Adalar,40.8578,29.12
Greenville,41.882,-71.5549
Mareeba,-16.9969,145.423
El Ghomri,35.6833,0.2
Mauléon,46.9236,-0.7483
Roussillon,45.3719,4.8272
Vinica,41.8828,22.5092
Alnwick,55.4134,-1.7069
Tarxien,35.8658,14.5119
Jagta,26.1321,87.1911
Gidan Idèr,14.0131,5.3185
Dékanmé,7.1333,1.9667
Buda-Kashalyova,52.7167,30.5667
Karkkila,60.5333,24.2167
Monte Porzio Catone,41.8167,12.7167
Kızılcaşar,39.8167,32.7333
Tirschenreuth,49.8833,12.3333
Tamza,35.3167,6.8333
Beebe,35.0713,-91.8998
Moss Vale,-34.55,150.3833
Tougouni,13.2189,-7.2086
Sinimbu,-29.5389,-52.5219
Ouled Abbes,36.2167,1.4833
Vícam Pueblo,27.6422,-110.2897
Liubymivka,48.0397,39.44
Nuevo Paysandú,-32.2667,-58.0667
Yalí,6.6767,-74.8411
Waltham Cross,51.686,-0.0331
Trebisacce,39.8667,16.5333
Kalaun,29.84,80.54
Kennedy,40.4768,-80.1028
Ergué-Gabéric,47.9969,-4.0208
Bandamūrlanka,16.4437,81.9772
Sonterra,30.8079,-97.5952
West Long Branch,40.2883,-74.0185
Fällanden,47.3717,8.64
Kāliganj,23.7348,88.2293
El Espinal,16.4906,-95.0444
Ahumada,30.6186,-106.51220000000001
Hosuru,13.7399,77.4312
Seyyedān,30.0019,53.0033
Sutherlin,43.3882,-123.3242
Nunihāt,24.4843,87.1323
Hale Dyāmavvanahalli,14.2682,76.4904
Vīrapperumānallūr,11.7763,79.4466
Arab,34.3309,-86.4991
Bushkill,40.7976,-75.3281
Schwarzenbruck,49.35,11.2333
Bucksburn,57.177,-2.175
Nettādahalli,12.133,78.0671
Rāni Sāgar,25.6079,84.3626
Torre de Moncorvo,41.2,-7.1333
Cornebarrieu,43.65,1.3272
Lālam,9.7167,76.7
Kirk of Shotts,55.823,-3.804
Charuānwān,25.1348,85.6812
Shiddāpūr,13.6903,74.9149
Babhangaon,25.7897,86.9767
Bundāla,31.1333,75.65
Gamail,25.7062,86.9914
Ban Ratchakrut,9.7392,98.5988
Lāndupdīh,23.1478,85.7817
Amtar,35.2385,-4.7943
Locogahoué,6.8,1.783
Biberist,47.1828,7.5586
Onnaing,50.3883,3.5989
Castelnuovo di Porto,42.1278,12.5
Gering,41.8275,-103.6622
Sèmèrè,9.6268,1.4515
Neuenbürg,48.8461,8.5889
Reinosa,43.0019,-4.1378
Coahuitlán,20.2667,-97.7167
Hollymead,38.1266,-78.4386
Murphy,38.4922,-90.4856
Obersiggenthal,47.4869,8.2921
Hirson,49.9217,4.0839
Swaffham,52.6529,0.6843
Youghal,51.9517,-7.8456
Dharmājigūdem,16.54,81
Castel Gandolfo,41.7469,12.6519
Anjahamarina,-18.051,49.2341
Kamień Pomorski,53.97,14.7725
Na Yung,17.8975,102.1498
Baltimore Highlands,39.2355,-76.6367
Pimenta,-20.4811,-45.8006
Navipet,18.8022,77.9836
Vicopisano,43.6991,10.5831
Shediac,46.2167,-64.5333
Loenen,52.2167,5.0167
Sompting,50.8303,-0.3395
San Pedro Ixtlahuaca,17.05,-96.8167
Napoleon,41.3977,-84.1244
Tanmpègré,10.48,1.45
Piliscsaba,47.6336,18.8269
Chāpalamadugu,16.073,79.3775
Outa Bouabane,34.2606,-4.4139
Reeuwijksebrug,52.0467,4.7239
Innsbrook,37.6552,-77.5775
Dāla,30.7773,75.2494
Raonta,30.5619,75.19
Ayotoxco de Guerrero,20.1,-97.4
Nerubaiske,46.5502,30.6311
La Cresta,35.3972,-118.9892
Vif,45.0561,5.6708
Brembate,45.6038,9.5555
Dougoufé,13.315,-6.6311
Corrales,35.2366,-106.6191
Saint-Claude,46.3878,5.8639
Harewa,25.6831,86.5909
Lohna,26.2314,86.2095
Wedgefield,28.4847,-81.0809
Polinyá,41.558,2.158
Southampton,40.0249,-77.5459
Kodaimangalam,10.4733,77.507
Yaragol,16.9047,77.0661
Modachchūr,11.4415,77.4288
Takiéta,13.6806,8.5292
Nerk’in Getashen,40.1458,45.2639
Wörrstadt,49.8431,8.1156
Staufen im Breisgau,47.8814,7.7314
East Leake,52.832,-1.177
Sakhua,26.1734,86.7624
Nesārg,15.9069,74.774
Skiatook,36.3699,-95.9856
Sallisaw,35.4606,-94.8072
Privas,44.7358,4.597
Vairichettipālaiyam,11.2872,78.4893
Nūlvi,15.2728,75.1673
Ad Darbāsīyah,37.0728,40.652
Sukand,26.6444,78.4752
Troina,37.7833,14.6
Monte San Savino,43.3303,11.7308
Uspenka,48.3939,39.1536
Ellsworth,44.5847,-68.4875
Fürstenfeld,47.05,16.0833
Pattanam,10.9808,77.0542
Iwaizumi,39.8431,141.7964
San Fernando,13.6833,-86.3167
Muzo,5.5313,-74.1073
Tādināda,16.547,81.3219
Tifra,36.6667,4.7
Arkalochóri,35.1441,25.2606
Pāta Uppāl,18.1799,79.4762
Sokyriany,48.45,27.3667
Cumberland,43.7933,-70.2579
Rhymney,51.759,-3.283
Yamkanmardi,16.128,74.527
Imsida,35.8978,14.4894
Ḩadībū,12.65,54.0167
Summit Park,40.7423,-111.5872
Viechtach,49.0792,12.8847
Dubovskoye,47.4092,42.7575
Closter,40.9733,-73.9604
Aqsū,52.4502,71.9597
Reddiyapatti,10.1581,78.1901
Kolumalapalle,15.4774,78.1293
Colindres,43.3967,-3.4483
Karmaskaly,54.3694,56.1778
Taftanāz,35.9983,36.7858
Socorro,34.0543,-106.9065
Zogno,45.7939,9.6656
Bacobampo,26.9889,-109.65
Alfonso Castañeda,15.7933,121.3025
Chyhyryn,49.0772,32.6492
Olivette,38.6724,-90.3786
Bifeng,30.1067,103.0133
Vidreras,41.7903,2.775
Tizoual,31.0244,-7.8186
Tsallagundla,16.3522,79.9619
Puran Bigha,24.839,84.854
Kandanāti,15.6997,77.4757
Clusone,45.8833,9.95
Doberlug-Kirchhain,51.6167,13.5667
Talwandi Chaudhriān,31.3,75.1764
Nāngal Chaudhri,27.8923,76.1122
Dietmannsried,47.8167,10.2833
Tālakulam,8.1824,77.3161
Guria,26.1633,86.9645
Chak Thathi,30.3701,73.2215
Kuppenheim,48.8275,8.2544
Sautron,47.2644,-1.6667
Ban Charoen Mueang,19.6075,99.7547
Marcolândia,-7.4428,-40.6608
Karuppūr,10.4918,78.3296
Ban Wat Phrik,16.746,100.275
Old Forge,41.3704,-75.7409
Schierling,48.8347,12.1397
Bartica,6.4,-58.6167
Dattapāra,22.8491,88.9023
Mangala,11.9998,76.9594
Bānki,26.1497,86.3626
Poninguinim,14.9679,74.0865
Hernani,11.3239,125.6181
Delavan,42.6282,-88.6323
Descanso,-26.8247,-53.5018
Chamusca,39.3594,-8.4808
Perryville,37.7263,-89.8759
Hollis,42.7494,-71.5834
Siegsdorf,47.8167,12.65
Keregodu,12.6333,76.9167
Hongtuliang,40.9986,114.155
Hermsdorf,50.8981,11.8567
Khajuri,26.5216,84.3391
Lamesa,32.7333,-101.9541
Sečovce,48.7,21.65
Gonzales,36.5055,-121.4427
Ararica,-29.6139,-50.925
Nossa Senhora dos Remédios,-3.9789,-42.6208
Kasāp,25.4702,84.6087
Phopnār Kalān,21.2365,76.3268
Le Mont-sur-Lausanne,46.5217,6.6269
Kirn,49.7881,7.4572
Nijgaon Parānpur,25.1559,87.9732
Barntrup,51.9831,9.1167
Clayton le Moors,53.775,-2.384
Pokrovka,42.75,71.6
Lanco,-39.45,-72.7833
Bessancourt,49.0386,2.2142
Nawānagar,25.3861,84.2069
Hundested,55.9667,11.8667
Medikunda,15.9581,77.6095
Thāndewāla,30.472,74.5898
Khutha Baijnāth,26.0268,87.117
Kandanūr,10.1037,78.8254
Elektrougli,55.7167,38.2
Ra’s al Ma‘arrah,33.9996,36.5581
Qoravul,41.5569,60.5914
Qorovul,41.5538,60.5823
Ahuimanu,21.4379,-157.8404
Andanappettai,10.7498,79.8226
San Isidro,9.9369,126.0886
Olamzé,2.2167,11.0833
Chantonnay,46.6878,-1.0494
Mýrina,39.8833,25.0667
Kond Rūd,38.0094,46.4778
Dar El Kebdani,35.1203,-3.3322
Poniatowa,51.1928,22.0647
Sangaree,33.0327,-80.1253
Perungulam,8.6413,77.9985
Dodvad,15.79,74.75
Silvārpatti,10.118,77.6241
Santa Margherita Ligure,44.3349,9.2101
Cedar Hills,45.5047,-122.8053
Hāthāpur,26.5609,86.0247
Rāmpatti,26.0028,86.8014
Wieruszów,51.3,18.15
Le Grau-du-Roi,43.5381,4.1372
Lycksele,64.6,18.6667
Carbonita,-17.5269,-43.0158
Bad Feilnbach,47.7833,12.0167
Bedwas,51.5926,-3.2061
Sāgarpur,26.2306,86.0732
Darsur,25.9711,85.9148
Dunn,35.3114,-78.6129
Akono,3.4997,11.3267
Tona,41.85,2.2333
Takaharu,31.9283,131.0078
Hueyotlipan,18.9,-97.85
Georgetown,33.3594,-79.2958
Murillo,26.2642,-98.1233
Port-Saint-Louis-du-Rhône,43.3875,4.804
Kuchai Kot,26.5559,84.3292
Bouhlou,34.1333,-4.4
Caldas de Malavella,41.8394,2.8106
Diss,52.3812,1.1079
Boshof,-28.55,25.2333
Minnetrista,44.9356,-93.7107
Barton,42.0812,-76.4982
El Dovio,4.5167,-76.2333
Saint-Vallier,46.6428,4.3719
La Grande-Motte,43.5614,4.0858
Mandalapalle,14.0209,77.7511
Pachrukhi,26.159300000000002,84.4087
Repala,15.0044,79.6953
Hondo,29.3531,-99.1616
Zhujiagua,38.2242,110.4032
Pedda Penki,18.5853,83.5069
Tionk Essil,12.7856,-16.5217
Beecher,43.0903,-83.7039
West Earl,40.126,-76.1774
Vaucresson,48.8392,2.1578
Nottampatti,9.9772,77.7177
Orşova,44.7253,22.3961
Biloziria,49.3053,31.8922
Lint,51.1167,4.4833
Carlton Colville,52.454,1.691
Lieşti,45.6193,27.5416
Lewistown,40.5964,-77.573
Sredets,42.3475,27.1789
Campogalliano,44.6904,10.8389
Rignano sull’Arno,43.7237,11.4507
Dala,15.1058,-2.6389
Nālikkalpatti,11.6021,78.134
Chinaur,25.9467,78.1024
Munnelli,14.92,78.9546
Nalās,36.2631,45.4933
Dobanovci,44.8228,20.2219
Ahrensbök,54.0167,10.5833
Tarīchar Kalān,25.4118,78.89
Setana,42.45,139.85
Saruu,42.3207,77.9176
Montague,42.5549,-72.5177
Rakai,-0.71,31.405
Chapaev,50.2,51.1667
Basarabeasca,46.3336,28.9614
Namsos,64.467,11.494
Joniškis,56.2333,23.6167
Orocué,4.7942,-71.34
Zərdab,40.2199,47.71
As Sallūm,31.55,25.16
Gramsh,40.8667,20.1833
Būlaevo,54.9056,70.4439
Biryusinsk,55.9667,97.8333
Stans,46.9594,8.3667
Gadžin Han,43.2203,22.0258
Gunnedah,-30.9667,150.25
Kaišiadorys,54.8653,24.4682
Golubac,44.653,21.632
Kargat,55.1956,80.2811
Pazin,45.2392,13.9386
Sorø,55.433,11.5667
Cowra,-33.8339,148.7
Olovyannaya,50.95,115.5666
Slovenska Bistrica,46.3941,15.5707
Rubirizi,-0.2661,30.1069
Ayr,-19.5744,147.4066
Pampa del Infierno,-26.5167,-61.1667
Tweed Heads,-28.1833,153.55
Naujoji Akmenė,56.3167,22.8833
Bongaree,-27.0813,153.1636
Kočevje,45.643,14.8594
Nova Crnja,45.6667,20.6
Koné,-21.059,164.8518
Gleno,-8.7239,125.4361
Sodankylä,67.4167,26.5833
Putina,-15.47,-69.43
Aguelhok,19.4614,0.8589
Hammerfest,70.6634,23.6821
Beočin,45.1922,19.7203
Qusmuryn,52.458,64.6
Osakarovka,50.5619,72.5681
Dimitrovgrad,43.0167,22.7833
Varėna,54.2167,24.5667
Charters Towers,-20.0765,146.2614
Montpelier,44.2659,-72.5717
Gżira,35.905,14.4944
Kontcha,7.9667,12.2333
Sharya,58.3667,45.5
Oldeani,-3.3496,35.55
Nisporeni,47.0833,28.1833
Sokobanja,43.6394,21.8694
Ciudad Cortés,9.0221,-83.5751
Greymouth,-42.45,171.2075
Katoomba,-33.71,150.31
Amapá,2.0528,-50.7928
Sharbaqty,52.4999,78.1499
Port Maria,18.3702,-76.8903
Spárti,37.0739,22.4294
Alebtong,2.25,33.315
Buba,11.59,-14.99
San Julián,-49.3,-67.7167
Monaghan,54.2478,-6.9708
Foammulah,-0.2932,73.4236
Auki,-8.7678,160.6978
Dilolo,-10.4667,22.4667
Nangan,26.15,119.9333
Sembabule,-0.08,31.46
Paide,58.8833,25.5572
Ch’osan-ŭp,40.8255,125.8008
Bentiu,9.2333,29.8333
Falmouth,18.49,-77.661
Ertis,53.3337,75.459
Maryborough,-37.05,143.735
Iqaluit,63.7598,-68.5107
Luba,3.45,8.55
Oranjemund,-28.55,16.4333
Kalabo,-14.9911,22.6789
Young,-34.3,148.3
Grosuplje,45.9551,14.6562
Qazaly,45.7667,62.1
Uglegorsk,49.0667,142.0333
Bayghanīn,48.6917,55.874
Lascano,-33.6739,-54.2075
Heyin,36.0451,101.4242
Yeghegnadzor,39.7667,45.35
Yardımlı,38.9078,48.2406
Mtskheta,41.8431,44.7194
Guadalupe,0.38,6.6381
Kibale,0.7911,31.075
Jacareacanga,-6.2222,-57.7528
Bairnsdale,-37.8275,147.625
Omuthiya,-18.3606,16.5812
Odžaci,45.5167,19.2667
San Pablo Villa de Mitla,16.917,-96.4
Castillos,-34.1989,-53.8575
Ādaži,57.0769,24.3236
Ludza,56.5439,27.7211
Kelmė,55.6333,22.9333
Sen Monorom,12.4558,107.1881
Gaoual,11.754,-13.213
Zhänibek,49.4167,46.85
Siteía,35.2,26.1
Bački Petrovac,45.3606,19.5917
Leova,46.4786,28.2553
Leeton,-34.5667,146.4
Kishkeneköl,53.6394,72.3439
Kirkwall,58.981,-2.96
Coracora,-15.017,-73.7804
Belomorsk,64.5253,34.7658
Goranboy,40.61,46.7872
Zmeinogorsk,51.1667,82.2
Aiquile,-18.1667,-65.1667
Ravne na Koroškem,46.5437,14.9642
Luân Châu,21.74,103.343
Atherton,-17.2658,145.478
Narrabri,-30.3167,149.7667
Aračinovo,42.0264,21.5617
Lerik,38.7753,48.4153
Thames,-37.1384,175.5405
Puerto Baquerizo Moreno,-0.9025,-89.6092
Bossembele,5.2667,17.65
Kičevo,41.5142,20.9631
Mongomo,1.6287,11.3168
Slovenj Gradec,46.5094,15.0792
Tranqueras,-31.1833,-55.7667
Teleneşti,47.5028,28.3667
Debe,10.2,-61.45
Bestöbe,52.4997,73.0997
Obo,5.4,26.5
Mobaye,4.3254,21.1778
Tobyl,52.698,62.5749
Lapovo,44.1833,21.1
Ruyigi,-3.4667,30.25
Dowa,-13.6532,33.9385
Novobërdë,42.6178,21.4197
Donduşeni,48.2167,27.5833
Ştefan Vodă,46.5129,29.6619
Zambezi,-13.55,23.1167
Moree,-29.4658,149.8339
Mae Hong Son,19.3011,97.97
Diekirch,49.8681,6.1567
In Guezzam,19.5686,5.7722
Kemijärvi,66.7167,27.4333
Wick,58.454,-3.089
Thyolo,-16.0667,35.1333
Rabaul,-4.1981,152.1681
Ararat,-37.2833,142.9167
Oğuz,41.0708,47.4583
Kapoeta,4.7721,33.5902
Kerikeri,-35.2244,173.9514
Kieta,-6.2058,155.6227
Nicoadala,-17.6077,36.8197
Librazhd,41.1833,20.3167
Santa Venera,35.8897,14.4778
Hola,-1.5,40.03
Victoria,36.0436,14.2431
Kiruhura,-0.21,30.83
Kiama,-34.6708,150.8542
Lerwick,60.155,-1.145
Zholymbet,51.7502,71.7099
Borgo Maggiore,43.945,12.4497
Obiliq,42.6869,21.0703
Krāslava,55.8956,27.1644
Aizkraukle,56.6008,25.255
Krško,45.959,15.4922
Brežice,45.9044,15.5925
Ajdovščina,45.8861,13.9097
Šalčininkai,54.3111,25.3806
Forbes,-33.3833,148.0167
Nata,-20.2103,26.1867
Khandyga,62.666,135.6
Līvāni,56.3539,26.1761
Charagua,-19.7906,-63.1978
Magugpo Poblacion,7.3821,125.8017
Gulbene,57.175,26.7564
Criuleni,47.2167,29.1614
Litija,46.0667,14.8167
Skovorodino,53.9833,123.9333
Cooma,-36.235,149.1258
Limbaži,57.5147,24.7131
Carnarvon,-30.9667,22.1333
Awjilah,29.1081,21.2869
Seymour,-37.03,145.13
Port Augusta,-32.4925,137.7658
Madona,56.8542,26.2206
Mazoe,-17.5167,30.9667
Ros Comáin,53.6333,-8.1833
Kerema,-7.927,145.838
Northam,-31.6531,116.6661
Cliza,-17.6,-65.9333
Roma,-26.5733,148.7869
Bogatić,44.8333,19.4833
Oficina María Elena,-22.3451,-69.6615
Newman,-23.3539,119.7319
Ingeniero Guillermo N. Juárez,-23.9,-61.85
Port Saint John’s,-31.6288,29.5369
Ndendé,-2.3829,11.3833
Verkhnevilyuysk,63.45,120.3
Zouar,20.45,16.5167
Deniliquin,-35.5297,144.9569
Shar,49.5858,81.0478
Pasvalys,56.0611,24.4
Melut,10.4337,32.2
Comandante Luis Piedra Buena,-49.983,-68.91
Omutninsk,58.6667,52.1833
Siteki,-26.455,31.952
Medveđa,42.8333,21.5833
Sal Rei,16.176,-22.9171
San Carlos,-17.4044,-63.7325
Dalaba,10.656,-12.272
Yeppoon,-23.1288,150.7444
Funafuti,-8.5167,179.2
Lorengau,-2.0208,147.2667
Derzhavīnsk,51.1,66.3167
Omaruru,-21.4183,15.9539
Vanrhynsdorp,-31.6167,18.7333
Punakha,27.5833,89.8583
Ingeniero Jacobacci,-41.3,-69.5833
Jakar,27.55,90.7333
Phalombe,-15.8,35.65
Queanbeyan,-35.3533,149.2342
Tumut,-35.3047,148.2228
Kavadarci,41.4328,22.0117
Palikir,6.9172,158.1589
Las Lajas,-38.6,-70.3
Moss,59.4339,10.6575
Ub,44.45,20.0667
Kupiškis,55.8333,24.9667
Alūksne,57.4239,27.0503
Espargos,16.7546,-22.9453
Gizo,-8.1056,156.8389
Veintiocho de Noviembre,-51.65,-72.3
Bella Vista,-22.1296,-56.52
Umba,66.6814,34.3455
Mengeš,46.1626,14.568
Bač,45.3833,19.2333
Junik,42.4758,20.2772
Viqueque,-8.8575,126.3647
Yamba,-29.4333,153.35
Kolonia,6.9639,158.2081
Alausí,-2.19,-78.85
Cəbrayıl,39.4,47.0261
Dinguiraye,11.299,-10.726
San Javier,-16.2748,-62.5072
Schaan,47.1667,9.5097
Sežana,45.7034,13.8706
Zagorje,46.1342,14.9942
Chepes,-31.35,-66.6
Outjo,-20.1069,16.1503
Lucea,18.45,-78.1833
Maltahöhe,-24.85,16.9833
Mitoma,-0.615,30.045
Glarus,47.0333,9.0667
Tazovskiy,67.4833,78.7167
Radovljica,46.3425,14.1721
Veinticinco de Mayo,-37.7712,-67.7174
Përmet,40.2333,20.35
Luqa,35.8597,14.4892
Zarasai,55.7306,26.2472
Trakai,54.6333,24.9333
Briceni,48.3611,27.0839
Şoldăneşti,47.8161,28.7972
Echternach,49.8117,6.4217
Mundybash,53.2333,87.3167
Kaitaia,-35.1125,173.2628
Rutana,-3.9236,30.0061
Berovo,41.7078,22.8564
Idrija,46.0025,14.0275
Preiļi,56.2942,26.7247
Širvintos,55.05,24.95
Lobamba,-26.4667,31.2
Ranillug,42.4922,21.5989
Aiyomojok,5.7504,8.9833
Molėtai,55.2333,25.4167
Canillo,42.5667,1.6
Biloela,-24.4002,150.5133
Appenzell,47.3306,9.4086
Piggs Peak,-25.961,31.247
Stratford,-39.341,174.284
Uncia,-18.4681,-66.5647
Xocavənd,39.795,47.1117
Marigot,18.0706,-63.0847
