citation,term,chief,case_name,lean,maj_votes,min_votes,issue,issue_description
390 U.S. 39,1967,Warren,MARCHETTI v. UNITED STATES,liberal,7,1,10090,self-incrimination (other than as pertains to Miranda or immunity from prosecution)
390 U.S. 400,1967,Warren,"NEWMAN et al. v. PIGGIE PARK ENTERPRISES, INC., et al.",liberal,8,0,60010,attorneys' and governmental employees' or officials' fees or compensation or licenses
390 U.S. 414,1967,Warren,"PROTECTIVE COMMITTEE FOR INDEPENDENT STOCKHOLDERS OF TMT TRAILER FERRY, INC. v. ANDERSON, TRUSTEE IN BANKRUPTCY, et al.",conservative,5,3,80030,bankruptcy (except in the context of priority of federal fiscal claims)
390 U.S. 459,1967,Warren,"BANKS v. CHICAGO GRAIN TRIMMERS ASSN., INC., et al.",liberal,8,0,80050,election of remedies: legal remedies available to injured persons or things
390 U.S. 468,1967,Warren,PEORIA TRIBE OF INDIANS OF OKLAHOMA et al. v. UNITED STATES,liberal,8,0,20150,Indians (other than pertains to state jurisdiction over)
390 U.S. 474,1967,Warren,AVERY v. MIDLAND COUNTY et al.,conservative,5,3,20090,reapportionment: other than plans governed by the Voting Rights Act
390 U.S. 511,1967,Warren,JOHNSON v. MASSACHUSETTS,conservative,6,3,90150,"no merits: writ improvidently granted
Note: use only if the syllabus or the summary holding specifies one of the following bases."
390 U.S. 516,1967,Warren,HOGUE v. SOUTHERN RAILWAY CO.,conservative,8,1,80050,election of remedies: legal remedies available to injured persons or things
390 U.S. 519,1967,Warren,GREENWALD v. WISCONSIN,conservative,6,3,10010,involuntary confession
390 U.S. 523,1967,Warren,"ANDERSON v. NELSON, WARDEN",conservative,7,2,10200,extra-legal jury influences: prejudicial statements or evidence
390 U.S. 530,1967,Warren,"HOPKINS v. COHEN, ACTING SECRETARY OF HEALTH, EDUCATION, AND WELFARE",liberal,5,3,60010,attorneys' and governmental employees' or officials' fees or compensation or licenses
390 U.S. 538,1967,Warren,EDWARDS v. PACIFIC FRUIT EXPRESS CO.,conservative,9,0,80070,"liability, other than as in sufficiency of evidence, election of remedies, punitive damages"
390 U.S. 544,1967,Warren,In re RUFFALO,liberal,8,0,60030,"admission to a state or federal bar, disbarment, and attorney discipline (cf. loyalty oath: bar applicants)"
390 U.S. 557,1967,Warren,"AVCO CORP. v. AERO LODGE NO. 735, INTERNATIONAL ASSOCIATION OF MACHINISTS & AEROSPACE WORKERS, et al.",liberal,9,0,100020,"federal pre-emption of state court jurisdiction
Note: almost always found in the context of labor union activity. Does not involve constitutional interpretation. Rests rather on a primary jurisdiction rationale"
390 U.S. 563,1967,Warren,UNITED STATES v. JOHNSON et al.,conservative,5,3,20040,"desegregation (other than as pertains to school desegregation, employment discrimination, and affirmative action)"
390 U.S. 570,1967,Warren,UNITED STATES v. JACKSON et al.,liberal,6,2,10130,"cruel and unusual punishment, death penalty (cf. extra legal jury influence, death penalty)"
390 U.S. 593,1967,Warren,FONTAINE v. CALIFORNIA,conservative,7,2,10200,extra-legal jury influences: prejudicial statements or evidence
390 U.S. 599,1967,Warren,UNITED STATES et al. v. COLEMAN et al.,liberal,8,0,80130,"natural resources - environmental protection (cf. national supremacy: natural resources, national supremacy: pollution)"
390 U.S. 606,1967,Warren,STERN v. SOUTH CHESTER TUBE CO.,liberal,9,0,90320,"judicial administration: jurisdiction or authority of federal district courts or territorial courts
Note: jurisdiction of the federal courts or of the Supreme Court (cf. no merits: dismissed for want of jurisdiction)"
390 U.S. 611,1967,Warren,"CAMERON et al. v. JOHNSON, GOVERNOR OF MISSISSIPPI, et al.",conservative,7,2,30150,protest demonstrations (other than as pertains to sit-in demonstrations): demonstrations and other forms of protest based on First Amendment guarantees
390 U.S. 62,1967,Warren,GROSSO v. UNITED STATES,liberal,7,1,10090,self-incrimination (other than as pertains to Miranda or immunity from prosecution)
390 U.S. 629,1967,Warren,GINSBERG v. NEW YORK,conservative,6,3,30190,"obscenity, state (cf. comity: privacy): including the regulation of sexually explicit material under the 21st Amendment"
390 U.S. 676,1967,Warren,"INTERSTATE CIRCUIT, INC. v. CITY OF DALLAS",conservative,8,1,30190,"obscenity, state (cf. comity: privacy): including the regulation of sexually explicit material under the 21st Amendment"
390 U.S. 719,1967,Warren,"BARBER v. PAGE, WARDEN",liberal,9,0,10270,"confrontation (right to confront accuser, call and cross-examine witnesses)"
390 U.S. 727,1967,Warren,ST. AMANT v. THOMPSON,liberal,8,1,30030,"libel, defamation: defamation of public officials and public and private persons"
390 U.S. 736,1967,Warren,HANNER v. DEMARCUS ET UX.,conservative,6,3,90150,"no merits: writ improvidently granted
Note: use only if the syllabus or the summary holding specifies one of the following bases."
390 U.S. 746,1967,Warren,"SIMS v. COHEN, ACTING SECRETARY OF HEALTH, EDUCATION, AND WELFARE",liberal,6,2,60010,attorneys' and governmental employees' or officials' fees or compensation or licenses
390 U.S. 747,1967,Warren,CONTINENTAL OIL CO. et al. v. FEDERAL POWER COMMISSION,liberal,7,1,80300,federal and some few state regulation of public utilities regulation: gas producer
390 U.S. 85,1967,Warren,HAYNES v. UNITED STATES,liberal,8,1,10090,self-incrimination (other than as pertains to Miranda or immunity from prosecution)
391 U.S. 1,1967,Warren,MATHIS v. UNITED STATES,conservative,5,3,10100,Miranda warnings
391 U.S. 123,1967,Warren,BRUTON v. UNITED STATES,conservative,6,2,10270,"confrontation (right to confront accuser, call and cross-examine witnesses)"
391 U.S. 145,1967,Warren,DUNCAN v. LOUISIANA,conservative,7,2,10580,"jury trial (right to, as distinct from extra-legal jury influences)"
391 U.S. 194,1967,Warren,BLOOM v. ILLINOIS,conservative,7,2,10080,contempt of court or congress
391 U.S. 216,1967,Warren,"DYKE et al. v. TAYLOR IMPLEMENT MANUFACTURING CO., INC.",conservative,7,2,10580,"jury trial (right to, as distinct from extra-legal jury influences)"
391 U.S. 224,1967,Warren,JOINT INDUSTRY BOARD OF THE ELECTRICAL INDUSTRY et al. v. UNITED STATES,liberal,6,3,120030,priority of federal fiscal claims: over those of the states or private entities
391 U.S. 234,1967,Warren,"CARAFAS v. LAVALLEE, WARDEN",liberal,8,0,10020,habeas corpus
391 U.S. 244,1967,Warren,UNITED STATES v. UNITED SHOE MACHINERY CORP.,liberal,8,0,80010,antitrust (except in the context of mergers and union antitrust)
391 U.S. 253,1967,Warren,FIRST NATIONAL BANK OF ARIZONA v. CITIES SERVICE CO.,conservative,5,3,80010,antitrust (except in the context of mergers and union antitrust)
391 U.S. 308,1967,Warren,"AMALGAMATED FOOD EMPLOYEES UNION LOCAL 590 et al. v. LOGAN VALLEY PLAZA, INC., et al.",conservative,6,3,30010,"First Amendment, miscellaneous (cf. comity: First Amendment)"
391 U.S. 341,1967,Warren,In re WHITTINGTON,liberal,7,2,20170,juveniles (cf. rights of illegitimates)
391 U.S. 346,1967,Warren,DARWIN v. CONNECTICUT,conservative,7,2,10010,involuntary confession
391 U.S. 352,1967,Warren,WILSON v. CITY OF PORT LAVACA et al.,liberal,9,0,90330,"judicial administration: jurisdiction or authority of federal courts of appeals
Note: jurisdiction of the federal courts or of the Supreme Court"
391 U.S. 353,1967,Warren,"ZWICKER et al. v. BOLL, DISTRICT ATTORNEY OF DANE COUNTY et al.",conservative,8,1,30150,protest demonstrations (other than as pertains to sit-in demonstrations): demonstrations and other forms of protest based on First Amendment guarantees
391 U.S. 364,1967,Warren,BRANIGIN et al. v. DUDDLESTON et al.,liberal,7,1,20090,reapportionment: other than plans governed by the Voting Rights Act
391 U.S. 367,1967,Warren,UNITED STATES v. O'BRIEN,conservative,7,1,30150,protest demonstrations (other than as pertains to sit-in demonstrations): demonstrations and other forms of protest based on First Amendment guarantees
391 U.S. 392,1967,Warren,PUYALLUP TRIBE v. DEPARTMENT OF GAME OF WASHINGTON et al.,conservative,9,0,20160,"Indians, state jurisdiction over"
391 U.S. 404,1967,Warren,MENOMINEE TRIBE OF INDIANS v. UNITED STATES,conservative,6,2,20160,"Indians, state jurisdiction over"
391 U.S. 418,1967,Warren,"NATIONAL LABOR RELATIONS BOARD v. INDUSTRIAL UNION OF MARINE & SHIPBUILDING WORKERS OF AMERICA, AFL-CIO, et al.",conservative,8,1,70060,union-union member dispute (except as pertains to union or closed shop)
391 U.S. 430,1967,Warren,GREEN et al. v. COUNTY SCHOOL BOARD OF NEW KENT COUNTY et al.,liberal,9,0,20050,"desegregation, schools"
391 U.S. 443,1967,Warren,RANEY et al. v. BOARD OF EDUCATION OF THE GOULD SCHOOL DISTRICT et al.,liberal,9,0,20050,"desegregation, schools"
391 U.S. 450,1967,Warren,MONROE et al. v. BOARD OF COMMISSIONERS OF THE CITY OF JACKSON et al.,liberal,9,0,20050,"desegregation, schools"
391 U.S. 462,1967,Warren,RABECK v. NEW YORK,conservative,8,1,30190,"obscenity, state (cf. comity: privacy): including the regulation of sexually explicit material under the 21st Amendment"
391 U.S. 464,1967,Warren,"GARRISON v. PATTERSON, WARDEN",liberal,9,0,10020,habeas corpus
391 U.S. 471,1967,Warren,"READING CO. v. BROWN, TRUSTEE IN BANKRUPTCY, et al.",conservative,6,2,80030,bankruptcy (except in the context of priority of federal fiscal claims)
391 U.S. 492,1967,Warren,"WIRTZ, SECRETARY OF LABOR v. HOTEL, MOTEL & CLUB EMPLOYEES UNION, LOCAL 6",conservative,8,0,70060,union-union member dispute (except as pertains to union or closed shop)
391 U.S. 510,1967,Warren,WITHERSPOON v. ILLINOIS et al.,conservative,6,3,10250,extra-legal jury influences: jurors and death penalty (cf. cruel and unusual punishment)
391 U.S. 53,1967,Warren,"INTERSTATE CIRCUIT, INC., et al. v. CITY OF DALLAS",conservative,7,2,30190,"obscenity, state (cf. comity: privacy): including the regulation of sexually explicit material under the 21st Amendment"
391 U.S. 54,1967,Warren,"PEYTON, PENITENTIARY SUPERINTENDENT v. ROWE et al.",liberal,9,0,10020,habeas corpus
391 U.S. 543,1967,Warren,BUMPER v. NORTH CAROLINA,liberal,7,2,10250,extra-legal jury influences: jurors and death penalty (cf. cruel and unusual punishment)
391 U.S. 563,1967,Warren,"PICKERING v. BOARD OF EDUCATION OF TOWNSHIP HIGH SCHOOL DISTRICT 205, WILL COUNTY",liberal,8,1,30030,"libel, defamation: defamation of public officials and public and private persons"
391 U.S. 585,1967,Warren,SABBATH v. UNITED STATES,liberal,8,1,10050,search and seizure (other than as pertains to vehicles or Crime Control Act)
391 U.S. 592,1967,Warren,WATTS et al. v. SEWARD SCHOOL BOARD et al.,liberal,8,1,30030,"libel, defamation: defamation of public officials and public and private persons"
391 U.S. 593,1967,Warren,KAISER STEEL CORP. v. W. S. RANCH CO.,conservative,9,0,90090,"comity primarily removal cases, civil procedure (cf. comity, criminal and First Amendment); deference to foreign judicial tribunals
Note: propriety of federal court deference to ongoing state judicial or state or federal quasi-judicial proceedings, the abstention doctrine, exhaustion of state provided remedies"
391 U.S. 596,1967,Warren,JOHNSON v. FLORIDA,conservative,5,4,40010,"due process: miscellaneous (cf. loyalty oath), the residual code"
391 U.S. 600,1967,Warren,In re FISCHER.,conservative,6,3,20170,juveniles (cf. rights of illegitimates)
391 U.S. 604,1967,Warren,IOANNOU v. NEW YORK et al.,conservative,6,1,90390,"judicial administration: change in state law (cf. no merits: remand to determine basis of state court decision)
Note: jurisdiction of the federal courts or of the Supreme Court"
391 U.S. 68,1967,Warren,"LEVY, ADMINISTRATRIX v. LOUISIANA THROUGH THE CHARITY HOSPITAL OF LOUISIANA AT NEW ORLEANS BOARD OF ADMINISTRATORS et al.",conservative,6,3,20200,"illegitimates, rights of (cf. juveniles): typically inheritance and survivor's benefits, and paternity suits"
391 U.S. 73,1967,Warren,GLONA v. AMERICAN GUARANTEE & LIABILITY INSURANCE CO. et al.,conservative,6,3,20200,"illegitimates, rights of (cf. juveniles): typically inheritance and survivor's benefits, and paternity suits"
391 U.S. 83,1967,Warren,COMMISSIONER OF INTERNAL REVENUE v. GORDON ET UX.,liberal,8,0,120010,"federal taxation, typically under provisions of the Internal Revenue Code
Note: except as pertains to federal taxation of gifts or priority of federal fiscal claims"
391 U.S. 9,1967,Warren,FEDERAL POWER COMMISSION v. SUNRAY DX OIL CO. et al.,liberal,8,0,80300,federal and some few state regulation of public utilities regulation: gas producer
391 U.S. 99,1967,Warren,AMERICAN FEDERATION OF MUSICIANS OF THE UNITED STATES AND CANADA et al. v. CARROLL et al.,conservative,5,2,70020,union antitrust: legality of anticompetitive union activity
392 U.S. 1,1967,Warren,TERRY v. OHIO,conservative,8,1,10050,search and seizure (other than as pertains to vehicles or Crime Control Act)
392 U.S. 134,1967,Warren,"PERMA LIFE MUFFLERS, INC., et al. v. INTERNATIONAL PARTS CORP. et al.",conservative,7,2,80010,antitrust (except in the context of mergers and union antitrust)
392 U.S. 157,1967,Warren,UNITED STATES et al. v. SOUTHWESTERN CABLE CO. et al.,liberal,7,0,80330,federal and some few state regulation of public utilities regulation: cable television (cf. radio and television)
392 U.S. 183,1967,Warren,"MARYLAND et al. v. WIRTZ, SECRETARY OF LABOR, et al.",liberal,6,2,70040,Fair Labor Standards Act
392 U.S. 206,1967,Warren,CHENG FAN KWOK v. IMMIGRATION AND NATURALIZATION SERVICE,conservative,8,1,20110,deportation (cf. immigration and naturalization)
392 U.S. 219,1967,Warren,HARRISON v. UNITED STATES,conservative,6,3,10010,involuntary confession
392 U.S. 236,1967,Warren,"BOARD OF EDUCATION OF CENTRAL SCHOOL DISTRICT NO. 1 et al. v. ALLEN, COMMISSIONER OF EDUCATION OF NEW YORK, et al.",conservative,6,3,30180,"parochiaid: government aid to religious schools, or religious requirements in public schools"
392 U.S. 273,1967,Warren,"GARDNER v. BRODERICK, POLICE COMMISSIONER OF THE CITY OF NEW YORK, et al.",liberal,9,0,10110,"self-incrimination, immunity from prosecution"
392 U.S. 280,1967,Warren,"UNIFORMED SANITATION MEN ASSN., INC., et al. v. COMMISSIONER OF SANITATION OF THE CITY OF NEW YORK et al.",liberal,9,0,10110,"self-incrimination, immunity from prosecution"
392 U.S. 286,1967,Warren,"GEORGE CAMPBELL PAINTING CORP. v. REID et al., MEMBERS OF NEW YORK CITY HOUSING AUTHORITY, et al.",conservative,7,2,10110,"self-incrimination, immunity from prosecution"
392 U.S. 293,1967,Warren,ROBERTS v. RUSSELL,conservative,7,2,10040,retroactivity (of newly announced or newly enacted constitutional or statutory rights)
392 U.S. 299,1967,Warren,JONES v. UNITED STATES,conservative,6,2,10270,"confrontation (right to confront accuser, call and cross-examine witnesses)"
392 U.S. 300,1967,Warren,"PICKENS v. OLIVER, WARDEN",conservative,7,2,10270,"confrontation (right to confront accuser, call and cross-examine witnesses)"
392 U.S. 301,1967,Warren,SANTORO v. UNITED STATES,conservative,6,2,10270,"confrontation (right to confront accuser, call and cross-examine witnesses)"
392 U.S. 303,1967,Warren,NELSON v. UNITED STATES,conservative,6,2,10270,"confrontation (right to confront accuser, call and cross-examine witnesses)"
392 U.S. 305,1967,Warren,SERIO v. UNITED STATES,conservative,5,3,10270,"confrontation (right to confront accuser, call and cross-examine witnesses)"
392 U.S. 309,1967,Warren,"KING, COMMISSIONER, DEPARTMENT OF PENSIONS AND SECURITY, et al. v. SMITH et al.",liberal,9,0,20190,"poverty law, statutory: welfare benefits, typically under some Social Security Act provision.
Note: Excludes rights of illegitimates and rights of handicapped"
392 U.S. 339,1967,Warren,FIRST AGRICULTURAL NATIONAL BANK OF BERKSHIRE COUNTY v. STATE TAX COMMISSION,conservative,5,3,100060,"national supremacy: intergovernmental tax immunity
Note: in the context of federal-state conflicts involving the general welfare, supremacy, or interstate commerce clauses, the 11th or 21st Amendments, or the enforcement clause of the 14th Amendment. Distinguishable from federal pre-emption because of a constitutional basis for decision."
392 U.S. 364,1967,Warren,"MANCUSI, WARDEN v. DEFORTE",liberal,6,3,10050,search and seizure (other than as pertains to vehicles or Crime Control Act)
392 U.S. 378,1967,Warren,LEE et al. v. FLORIDA,conservative,6,3,10050,search and seizure (other than as pertains to vehicles or Crime Control Act)
392 U.S. 390,1967,Warren,"FORTNIGHTLY CORP. v. UNITED ARTISTS TELEVISION, INC.",liberal,5,1,80190,patents and copyrights: copyright
392 U.S. 40,1967,Warren,SIBRON v. NEW YORK,liberal,8,1,10050,search and seizure (other than as pertains to vehicles or Crime Control Act)
392 U.S. 409,1967,Warren,JONES ET UX. v. ALFRED H. MAYER CO. et al.,conservative,7,2,20040,"desegregation (other than as pertains to school desegregation, employment discrimination, and affirmative action)"
392 U.S. 481,1967,Warren,"HANOVER SHOE, INC. v. UNITED SHOE MACHINERY CORP.",liberal,7,1,80010,antitrust (except in the context of mergers and union antitrust)
392 U.S. 514,1967,Warren,POWELL v. TEXAS,conservative,5,4,10140,"cruel and unusual punishment, non-death penalty (cf. liability, civil rights acts)"
392 U.S. 571,1967,Warren,"AMERICAN COMMERCIAL LINES, INC., et al. v. LOUISVILLE & NASHVILLE RAILROAD CO. et al.",conservative,8,1,80220,federal or state regulation of transportation regulation: railroad
392 U.S. 598,1967,Warren,WAINWRIGHT v. CITY OF NEW ORLEANS,conservative,7,2,10050,search and seizure (other than as pertains to vehicles or Crime Control Act)
392 U.S. 616,1967,Warren,MILLER v. CALIFORNIA,conservative,5,4,10050,search and seizure (other than as pertains to vehicles or Crime Control Act)
392 U.S. 631,1967,Warren,"DESTEFANO v. WOODS, SHERIFF",conservative,5,4,10040,retroactivity (of newly announced or newly enacted constitutional or statutory rights)
392 U.S. 636,1967,Warren,"LEE ART THEATRE, INC. v. VIRGINIA",conservative,8,1,30190,"obscenity, state (cf. comity: privacy): including the regulation of sexually explicit material under the 21st Amendment"
392 U.S. 639,1967,Warren,"HOUGHTON v. SHAFER, GOVERNOR OF PENNSYLVANIA, et al.",liberal,9,0,20400,"liability, civil rights acts (cf. liability, governmental and liability, nongovernmental; cruel and unusual punishment, non-death penalty)
Note: tort actions involving liability that are based on a civil rights act"
392 U.S. 647,1967,Warren,LOPINSON v. PENNSYLVANIA,conservative,6,3,10250,extra-legal jury influences: jurors and death penalty (cf. cruel and unusual punishment)
392 U.S. 649,1967,Warren,SPENCE et al. v. NORTH CAROLINA,conservative,6,3,10250,extra-legal jury influences: jurors and death penalty (cf. cruel and unusual punishment)
392 U.S. 651,1967,Warren,POPE v. UNITED STATES,liberal,7,2,10130,"cruel and unusual punishment, death penalty (cf. extra legal jury influence, death penalty)"
392 U.S. 652,1967,Warren,WHEAT v. WASHINGTON,conservative,6,3,10270,"confrontation (right to confront accuser, call and cross-examine witnesses)"
392 U.S. 655,1967,Warren,HENRY v. LOUISIANA,conservative,8,1,30190,"obscenity, state (cf. comity: privacy): including the regulation of sexually explicit material under the 21st Amendment"
392 U.S. 657,1967,Warren,"SULLIVAN et al. v. LITTLE HUNTING PARK, INC., et al.",conservative,7,2,20040,"desegregation (other than as pertains to school desegregation, employment discrimination, and affirmative action)"
392 U.S. 658,1967,Warren,HOPPER et al. v. LOUISIANA,conservative,6,3,10270,"confrontation (right to confront accuser, call and cross-examine witnesses)"
392 U.S. 661,1967,Warren,"WADE v. YEAGER, WARDEN",conservative,6,3,10270,"confrontation (right to confront accuser, call and cross-examine witnesses)"
392 U.S. 665,1967,Warren,MCDANIEL v. NORTH CAROLINA,conservative,6,3,10010,involuntary confession
392 U.S. 83,1967,Warren,"FLAST et al. v. COHEN, SECRETARY OF HEALTH, EDUCATION, AND WELFARE, et al.",conservative,8,1,90300,standing to sue: taxpayer's suit
393 U.S. 117,1968,Warren,"WHYY, INC. v. BOROUGH OF GLASSBORO et al.",conservative,8,1,80100,"state or local government tax
Note: those challenged on the basis of the supremacy clause and the 21st Amendment may also locate in national supremacy: intergovernmental tax immunity or national supremacy: state tax"
393 U.S. 122,1968,Warren,"SMITH v. YEAGER, WARDEN",liberal,8,1,10020,habeas corpus
393 U.S. 129,1968,Warren,"BROTHERHOOD OF LOCOMOTIVE FIREMEN & ENGINEMEN et al. v. CHICAGO, ROCK ISLAND & PACIFIC RAILROAD CO. et al.",conservative,7,1,100100,"national supremacy: public utilities (cf. federal public utilities regulation)
Note: in the context of federal-state conflicts involving the general welfare, supremacy, or interstate commerce clauses, the 11th or 21st Amendments, or the enforcement clause of the 14th Amendment. Distinguishable from federal pre-emption because of a constitutional basis for decision."
393 U.S. 145,1968,Warren,COMMONWEALTH COATINGS CORP. v. CONTINENTAL CASUALTY CO. et al.,conservative,6,3,80160,arbitration (other than as pertains to labor-management or employer-employee relations (cf. union arbitration)
393 U.S. 156,1968,Warren,GRUNENTHAL v. LONG ISLAND RAIL ROAD CO.,conservative,7,2,80040,sufficiency of evidence: typically in the context of a jury's determination of compensation for injury or death
393 U.S. 166,1968,Warren,RECZNIK v. CITY OF LORAIN,liberal,5,4,10050,search and seizure (other than as pertains to vehicles or Crime Control Act)
393 U.S. 175,1968,Warren,CARROLL et al. v. PRESIDENT AND COMMISSIONERS OF PRINCESS ANNE et al.,liberal,9,0,30010,"First Amendment, miscellaneous (cf. comity: First Amendment)"
393 U.S. 186,1968,Warren,UNIVERSAL INTERPRETIVE SHUTTLE CORP. v. WASHINGTON METROPOLITAN AREA TRANSIT COMMISSION et al.,conservative,6,2,90120,judicial review of administrative agency's or administrative official's actions and procedures
393 U.S. 199,1968,Warren,"UNITED STATES v. CONCENTRATED PHOSPHATE EXPORT ASSN., INC., et al.",liberal,6,2,80010,antitrust (except in the context of mergers and union antitrust)
393 U.S. 2,1968,Warren,"MCCONNELL v. RHAY, PENITENTIARY SUPERINTENDENT",liberal,9,0,10040,retroactivity (of newly announced or newly enacted constitutional or statutory rights)
393 U.S. 218,1968,Warren,PALMIERI v. FLORIDA,conservative,9,0,90150,"no merits: writ improvidently granted
Note: use only if the syllabus or the summary holding specifies one of the following bases."
393 U.S. 223,1968,Warren,FEDERAL TRADE COMMISSION v. TEXACO INC. et al.,liberal,8,1,80010,antitrust (except in the context of mergers and union antitrust)
393 U.S. 23,1968,Warren,"WILLIAMS et al. v. RHODES, GOVERNOR OF OHIO, et al.",liberal,6,3,20030,ballot access (of candidates and political parties)
393 U.S. 233,1968,Warren,"OESTEREICH v. SELECTIVE SERVICE SYSTEM LOCAL BOARD NO. 11, CHEYENNE, WYOMING, et al.",liberal,6,3,20230,"military: draftee, or person subject to induction
Note: cf. conscientious objectors and comity: military"
393 U.S. 253,1968,Warren,"JOHNSON v. BENNETT, WARDEN",liberal,8,1,10220,extra-legal jury influences: jury instructions (not necessarily in criminal cases)
393 U.S. 256,1968,Warren,"CLARK, ATTORNEY GENERAL, et al. v. GABRIEL",conservative,8,1,30130,conscientious objectors (cf. military draftee or military active duty) to military service
393 U.S. 268,1968,Warren,THORPE v. HOUSING AUTHORITY OF THE CITY OF DURHAM,liberal,9,0,40020,"due process: hearing or notice (other than as pertains to government employees or prisoners' rights)
Note: hearing may be statutorily based"
393 U.S. 286,1968,Warren,UNITED STATES v. NARDELLO et al.,conservative,8,0,10540,"statutory construction of criminal laws: Travel Act, 18 USC 1952
Note: these codes, by definition exclude the constitutionality of these laws"
393 U.S. 297,1968,Warren,UNITED STATES v. DONRUSS CO.,conservative,6,3,120010,"federal taxation, typically under provisions of the Internal Revenue Code
Note: except as pertains to federal taxation of gifts or priority of federal fiscal claims"
393 U.S. 314,1968,Warren,BERGER v. CALIFORNIA,liberal,9,0,10040,retroactivity (of newly announced or newly enacted constitutional or statutory rights)
393 U.S. 324,1968,Warren,GLOVER et al. v. ST. LOUIS-SAN FRANCISCO RAILWAY CO. et al.,liberal,9,0,90010,"comity: civil rights
Note: propriety of federal court deference to ongoing state judicial or state or federal quasi-judicial proceedings, the abstention doctrine, exhaustion of state provided remedies"
393 U.S. 333,1968,Warren,UNITED STATES v. CONTAINER CORPORATION OF AMERICA et al.,conservative,6,3,80010,antitrust (except in the context of mergers and union antitrust)
393 U.S. 348,1968,Warren,UNITED STATES v. AUGENBLICK et al.,conservative,9,0,20240,"military: active duty
Note: cf. conscientious objectors and comity: military"
393 U.S. 357,1968,Warren,"NATIONAL LABOR RELATIONS BOARD v. STRONG, DBA STRONG ROOFING & INSULATING CO.",liberal,8,1,70190,labor-management disputes: working conditions
393 U.S. 367,1968,Warren,GARDNER v. CALIFORNIA,conservative,7,2,20370,"indigents: transcript
Note: procedural protections for indigents because of their indigency. Typically in matters pertaining to criminal justice. cf. poverty law, constitutional and poverty law, statutory."
393 U.S. 374,1968,Warren,"SMITH v. HOOEY, JUDGE",liberal,9,0,10590,speedy trial
393 U.S. 385,1968,Warren,"HUNTER v. ERICKSON, MAYOR OF AKRON, et al.",liberal,8,1,20040,"desegregation (other than as pertains to school desegregation, employment discrimination, and affirmative action)"
393 U.S. 398,1968,Warren,GORUN et al. v. FALL et al.,liberal,5,4,90090,"comity primarily removal cases, civil procedure (cf. comity, criminal and First Amendment); deference to foreign judicial tribunals
Note: propriety of federal court deference to ongoing state judicial or state or federal quasi-judicial proceedings, the abstention doctrine, exhaustion of state provided remedies"
393 U.S. 400,1968,Warren,ALABAMA STATE TEACHERS ASSN. et al. v. ALABAMA PUBLIC SCHOOL AND COLLEGE AUTHORITY et al.,conservative,7,2,20050,"desegregation, schools"
393 U.S. 410,1968,Warren,SPINELLI v. UNITED STATES,liberal,5,3,10050,search and seizure (other than as pertains to vehicles or Crime Control Act)
393 U.S. 440,1968,Warren,PRESBYTERIAN CHURCH IN THE UNITED STATES et al. v. MARY ELIZABETH BLUE HULL MEMORIAL PRESBYTERIAN CHURCH et al.,liberal,9,0,30160,free exercise of religion
393 U.S. 453,1968,Warren,"SECURITIES AND EXCHANGE COMMISSION v. NATIONAL SECURITIES, INC., et al.",liberal,8,1,80120,federal or state regulation of securities
393 U.S. 473,1968,Warren,SKINNER et al. v. LOUISIANA,conservative,6,3,10120,right to counsel (cf. indigents appointment of counsel or inadequate representation)
393 U.S. 483,1968,Warren,"JOHNSON v. AVERY, COMMISSIONER OF CORRECTION, et al.",liberal,7,2,20330,"indigents: inadequate representation by counsel (cf. right to counsel)
Note: procedural protections for indigents because of their indigency. Typically in matters pertaining to criminal justice. cf. poverty law, constitutional and poverty law, statutory."
393 U.S. 5,1968,Warren,ARSENAULT v. MASSACHUSETTS,liberal,9,0,10040,retroactivity (of newly announced or newly enacted constitutional or statutory rights)
393 U.S. 503,1968,Warren,TINKER et al. v. DES MOINES INDEPENDENT COMMUNITY SCHOOL DISTRICT et al.,conservative,7,2,30150,protest demonstrations (other than as pertains to sit-in demonstrations): demonstrations and other forms of protest based on First Amendment guarantees
393 U.S. 537,1968,Warren,"DUNBAR-STANLEY STUDIOS, INC. v. ALABAMA",liberal,9,0,80100,"state or local government tax
Note: those challenged on the basis of the supremacy clause and the 21st Amendment may also locate in national supremacy: intergovernmental tax immunity or national supremacy: state tax"
393 U.S. 544,1968,Warren,ALLEN et al. v. STATE BOARD OF ELECTIONS et al.,conservative,7,2,20020,"Voting Rights Act of 1965, plus amendments"
393 U.S. 71,1968,Warren,FEDERAL POWER COMMISSION v. UNITED GAS PIPE LINE CO.,liberal,7,0,90120,judicial review of administrative agency's or administrative official's actions and procedures
393 U.S. 74,1968,Warren,"INTERNATIONAL TERMINAL OPERATING CO., INC. v. NV NEDERL. AMERIK STOOMV MAATS",liberal,9,0,10580,"jury trial (right to, as distinct from extra-legal jury influences)"
393 U.S. 79,1968,Warren,CONTINENTAL OIL CO. v. UNITED STATES,liberal,7,1,80020,mergers
393 U.S. 80,1968,Warren,FULLER v. ALASKA,conservative,7,2,10040,retroactivity (of newly announced or newly enacted constitutional or statutory rights)
393 U.S. 83,1968,Warren,MENGELKOCH et al. v. INDUSTRIAL WELFARE COMMISSION et al.,liberal,9,0,90330,"judicial administration: jurisdiction or authority of federal courts of appeals
Note: jurisdiction of the federal courts or of the Supreme Court"
